,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
3412,data/parsed/22/wsj_2226.mrg|6|4,"[ The newsletter Medicine & Health , ] which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .",Health,sg,NNP,[u'wellbeing.n.01'],,NP,"[',']","['NN', 'NNP', 'CC']",True,"[',']","['which', 'first']","['newsletter', 'Medicine', '&']",[],ZERO,THE
3418,data/parsed/22/wsj_2226.mrg|6|76,"The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at [ the University of Puerto Rico School ] of Medicine .",School,sg,NNP,[u'educational_institution.n.01'],,NP,[],"['NNP', 'IN', 'NNP', 'NNP']",False,[],"['of', 'Medicine']","['University', 'of', 'Puerto', 'Rico']","[u'study', 'at']",ZERO,THE
3445,data/parsed/22/wsj_2227.mrg|5|5,But [ the NAHB ] was created in 1943 out of an organization that made its name fighting a Roosevelt administration proposal to take over all defense housing production .,NAHB,sg,NNP,,,S,[],[],True,[],"[u'be', u'create']",[],['But'],ZERO,THE
3451,data/parsed/22/wsj_2227.mrg|6|6,"Through [ the years ] the association has been an active member of the taxpayer 's coalition , pushing for such initiatives as the balanced-budget amendment .",year,pl,NN,[u'time_of_life.n.01'],,PP,[],[],False,[],['association'],[],['Through'],ZERO,THE
3475,data/parsed/22/wsj_2227.mrg|11|44,But NAHB support for subsidies is not related to the current housing crunch ; over [ the years ] the NAHB has backed a host of public programs .,year,pl,NN,[u'time_of_life.n.01'],,PP,[],[],True,[],['NAHB'],[],"[';', 'over']",ZERO,THE
3476,data/parsed/22/wsj_2227.mrg|11|49,But NAHB support for subsidies is not related to the current housing crunch ; over the years [ the NAHB ] has backed a host of public programs .,NAHB,sg,NNP,,,S,[],[],False,[],"[u'have', u'back']",[],[u'year'],ZERO,THE
3481,data/parsed/22/wsj_2227.mrg|12|34,It once pushed for a national housing production goal set by [ the federal government ] and has regularly advanced anti-recession housing measures .,government,sg,NN,[u'polity.n.02'],,PP,[],['JJ'],False,[],"['and', u'have']",['federal'],"['set', 'by']",ZERO,THE
3485,data/parsed/22/wsj_2227.mrg|13|22,"Moreover , explains one HUD official , [ the NAHB ] remains susceptible to internal pressure from members that specialize in subsidized production .",NAHB,sg,NNP,,,S,[],[],True,[],"[u'remain', 'susceptible']",[],"['official', ',']",ZERO,THE
3504,data/parsed/22/wsj_2227.mrg|16|13,"Indirect subsidies , through [ the FHA , ] for instance , are little better .",FHA,sg,NNP,[u'agency.n.01'],,PP,"[',']",[],False,"[',']","['for', 'instance']",[],"[',', 'through']",ZERO,THE
3520,data/parsed/22/wsj_2227.mrg|18|28,"More important , housing programs run by HUD , [ the VA , ] and FmHA are awash in red ink .",VA,sg,NNP,[],,NP,"[',']",[],False,"[',']","['and', 'FmHA']",[],"['HUD', ',']",ZERO,THE
3535,data/parsed/22/wsj_2227.mrg|20|61,The federal government has had to pump in $ 2.28 billion into the VA housing program since 1984 to keep [ the fund afloat ] and the VA requested an additional $ 120 million for the fiscal year just ended .,afloat,sg,NN,,,VP,[],['NN'],False,[],['and'],['fund'],"['to', 'keep']",ZERO,THE
3536,data/parsed/22/wsj_2227.mrg|20|71,The federal government has had to pump in $ 2.28 billion into the VA housing program since 1984 to keep the fund afloat and [ the VA ] requested an additional $ 120 million for the fiscal year just ended .,VA,sg,NNP,[],,S,[],[],True,[],[u'request'],[],"['afloat', 'and']",ZERO,THE
3545,data/parsed/22/wsj_2227.mrg|22|36,"In its nicely produced publication `` Where Will Our Children Live ? '' [ the NAHB ] does acknowledge that `` of course , the full measure of housing affordability can not be provided by the federal government . ''",NAHB,sg,NNP,,,S,[],[],False,[],"[u'do', 'acknowledge']",[],"['?', ""''""]",ZERO,THE
3558,data/parsed/22/wsj_2227.mrg|24|10,"But while [ the NAHB ] has suggested actions that states and localities should take to reduce regulatory barriers , the association has proposed no activist legislative program -- comparable to , say , its detailed request for more federal subsidies -- to eliminate counterproductive controls .",NAHB,sg,NNP,,,S,[],[],True,[],"[u'have', u'suggest']",[],"['But', 'while']",ZERO,THE
3577,data/parsed/22/wsj_2227.mrg|27|4,"[ The builders ] like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''",builder,pl,NN,[u'material.n.01'],,S,[],[],False,[],['like'],[],[],ZERO,THE
3578,data/parsed/22/wsj_2227.mrg|27|12,"The builders like [ the subsidies , ] but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''",subsidy,pl,NN,[u'grant.n.01'],,VP,"[',']",[],True,"[',']","['but', 'at']",[],"[u'builder', 'like']",ZERO,THE
3591,data/parsed/22/wsj_2227.mrg|29|17,"Two years ago when [ the NAHB ] lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says S Ms. MacDonald .",NAHB,sg,NNP,,,S,[],[],True,[],"[u'lobby', 'for']",[],"['ago', 'when']",ZERO,THE
3592,data/parsed/22/wsj_2227.mrg|29|28,"Two years ago when the NAHB lobbied for [ the $ 19 billion omnibus housing bill , ] the organization `` basically dropped out of the taxpayers ' coalition , '' says S Ms. MacDonald .",bill,sg,NN,[u'legal_document.n.01'],,PP,"[',']","['$', 'CD', 'CD', 'JJ', 'NN']",False,"[',']",['organization'],"['$', '<number>', 'billion', 'omnibus', 'housing']","[u'lobby', 'for']",ZERO,THE
3595,data/parsed/22/wsj_2227.mrg|29|67,"Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of [ the taxpayers ' ] coalition , '' says S Ms. MacDonald .",taxpayer,pl,NN,[u'payer.n.01'],,NPB,['POS'],[],False,"[""'""]","['coalition', ',']",[],"['out', 'of']",ZERO,THE
3598,data/parsed/22/wsj_2227.mrg|30|16,As Mr. Colton of [ the NAHB ] acknowledges : `` Government is not going to solve the problem ... .,NAHB,sg,NNP,,,PP,[],[],True,[],"[u'acknowledge', ':']",[],"['Colton', 'of']",ZERO,THE
3602,data/parsed/22/wsj_2227.mrg|31|20,The real key is to have [ the economy working and interest rates ] down . '',rate,pl,NN,[u'tax.n.01'],,VP,[],"['NN', 'VBG', 'CC', 'NN']",False,[],"['down', '.']","['economy', u'work', 'and', 'interest']","['to', 'have']",ZERO,THE
3614,data/parsed/22/wsj_2227.mrg|33|14,Is this what [ the home builders ] want ?,builder,pl,NN,[u'material.n.01'],,S,[],['NN'],False,[],"['want', '?']",['home'],"['this', 'what']",ZERO,THE
3672,data/parsed/22/wsj_2229.mrg|1|14,The latest crewcut in [ the equities markets ] reminds me of the joke T. Boone Pickens tells about the guy who was run over by the parade .,market,pl,NN,[u'activity.n.01'],,PP,[],['NNS'],False,[],"[u'remind', 'me']",[u'equity'],"['crewcut', 'in']",ZERO,THE
3695,data/parsed/22/wsj_2229.mrg|6|3,[ The ceremonies ] began Friday afternoon when word spread that the UAL buy-out was collapsing .,ceremony,pl,NN,[u'affair.n.03'],,S,[],[],False,[],"[u'begin', 'Friday']",[],[],ZERO,THE
3702,data/parsed/22/wsj_2229.mrg|7|49,"Although the union-bidder expects to patch together a substitute offer , consisting of less cash , [ the failure ] to get cash from Japanese and American banks confirmed a growing fear among arbitragers that the pageant of high-leverage takeover deals is ending .",failure,sg,NN,[u'nonaccomplishment.n.01'],,NP,[],[],False,[],"['to', 'get']",[],"['cash', ',']",ZERO,THE
3735,data/parsed/22/wsj_2229.mrg|11|23,"Gray Friday reflects a panic mainly by [ the takeover arbitragers , ] rather than the small investor , as their highly margined investments in the `` deal '' stocks are jeopardized by the unexpected drying up of the lubricant for deal financing .",arbitrager,pl,NN,[u'businessman.n.01'],,PP,"[',']",['NN'],True,"[',']","['rather', 'than']",['takeover'],"['mainly', 'by']",ZERO,THE
3738,data/parsed/22/wsj_2229.mrg|11|64,"Gray Friday reflects a panic mainly by the takeover arbitragers , rather than the small investor , as their highly margined investments in [ the `` deal '' stocks ] are jeopardized by the unexpected drying up of the lubricant for deal financing .",stock,pl,NN,[u'framework.n.03'],,PP,[],"['``', 'NN', ""''""]",False,[],"[u'be', u'jeopardize']","['``', 'deal', ""''""]","[u'investment', 'in']",ZERO,THE
3739,data/parsed/22/wsj_2229.mrg|11|85,"Gray Friday reflects a panic mainly by the takeover arbitragers , rather than the small investor , as their highly margined investments in the `` deal '' stocks are jeopardized by [ the unexpected ] drying up of the lubricant for deal financing .",unexpected,,JJ,,,NP,[],[],False,[],"[u'dry', 'up']",[],"[u'jeopardize', 'by']",ZERO,THE
3740,data/parsed/22/wsj_2229.mrg|11|100,"Gray Friday reflects a panic mainly by the takeover arbitragers , rather than the small investor , as their highly margined investments in the `` deal '' stocks are jeopardized by the unexpected drying up of [ the lubricant ] for deal financing .",lubricant,sg,NN,[u'substance.n.07'],,NP,[],[],False,[],"['for', 'deal']",[],"['up', 'of']",ZERO,THE
3770,data/parsed/22/wsj_2229.mrg|17|39,"A careful look reveals that where deal financing has been secured , [ the target 's ] stock price was not affected on Friday .",target,sg,NN,[u'reference_point.n.01'],,NPB,['POS'],[],False,"[""'s""]","['stock', 'price']",[],"[u'secure', ',']",ZERO,THE
3772,data/parsed/22/wsj_2229.mrg|18|4,"[ The multibillion-dollar prospects , ] where the bidder must line up a consortium of banks and\\/or issue billions in high-yield debt , were where the damage was concentrated .",prospect,pl,NN,[u'potential.n.01'],,NP,"[',']",['JJ'],False,"[',']",['where'],['multibillion-dollar'],[],ZERO,THE
3778,data/parsed/22/wsj_2229.mrg|18|70,"The multibillion-dollar prospects , where the bidder must line up a consortium of banks and\\/or issue billions in high-yield debt , were where [ the damage ] was concentrated .",damage,sg,NN,[u'change.n.01'],,S,[],[],False,[],"[u'be', u'concentrate']",[],"[u'be', 'where']",ZERO,THE
3785,data/parsed/22/wsj_2229.mrg|20|4,"[ The growing financial difficulties ] of recent high-leverage restructurings or takeovers , such as Resorts International , Integrated Resources , and Campeau 's retailing empire , have cast a pall over the entire market for high-yield securities .",difficulty,pl,NN,[u'effort.n.02'],,NP,[],"['VBG', 'JJ']",False,[],"['of', 'recent']","[u'grow', 'financial']",[],ZERO,THE
3804,data/parsed/22/wsj_2229.mrg|22|39,"As a result , high-yield mutual funds have declined across the board and [ the many firms ] planning to sell $ 11 billion in junk bonds before year-end are experiencing anxious times .",firm,pl,NN,[u'business.n.01'],,NP,[],['JJ'],False,[],"[u'plan', 'to']",['many'],"['board', 'and']",ZERO,THE
3811,data/parsed/22/wsj_2229.mrg|23|29,"These are all market excesses -LRB- putting aside [ the artificial boosts ] that the tax code gives to debt over equity -RRB- , and what we 've seen is the market reining them in .",boost,pl,NN,[u'aid.n.02'],,NP,[],['JJ'],False,[],['that'],['artificial'],"[u'put', 'aside']",ZERO,THE
3820,data/parsed/22/wsj_2229.mrg|24|31,"Of course , Washington had n't been silent in [ the days ] leading up to the debacle , and its tendency to meddle in the leverage equation remains a troublesome prospect , but those preliminary steps should n't distract us from the basic market fundamentalism that was at work on Friday .",day,pl,NN,[u'life.n.07'],,NP,[],[],False,[],"[u'lead', 'up']",[],"['silent', 'in']",ZERO,THE
3835,data/parsed/22/wsj_2229.mrg|25|61,"If it is correct to find that concerns over corporate debt and LBOs caused Gray Friday , what are [ the implications ] for policy makers ?",implication,pl,NN,[u'inference.n.01'],,NP,[],[],False,[],"['for', 'policy']",[],"['what', u'be']",ZERO,THE
3854,data/parsed/22/wsj_2229.mrg|29|39,"To the extent that Friday 's sell-off reflected a sudden reappraisal of [ the excesses ] of leverage , the message is that Wall Street and the private markets are fully capable of imposing the appropriate incentives and sanctions on corporate behavior .",excess,pl,NN,[u'overabundance.n.02'],,NP,[],[],False,[],"['of', 'leverage']",[],"['reappraisal', 'of']",ZERO,THE
3857,data/parsed/22/wsj_2229.mrg|29|64,"To the extent that Friday 's sell-off reflected a sudden reappraisal of the excesses of leverage , the message is that [ Wall Street and the private markets ] are fully capable of imposing the appropriate incentives and sanctions on corporate behavior .",market,pl,NN,[u'activity.n.01'],,S,[],"['NNP', 'NNP', 'CC', 'JJ']",True,[],"[u'be', 'fully']","['Wall', 'Street', 'and', 'private']","[u'be', 'that']",ZERO,THE
3858,data/parsed/22/wsj_2229.mrg|29|92,"To the extent that Friday 's sell-off reflected a sudden reappraisal of the excesses of leverage , the message is that Wall Street and the private markets are fully capable of imposing [ the appropriate incentives and sanctions ] on corporate behavior .",sanction,pl,NN,[u'approval.n.04'],,VP,[],"['JJ', 'NNS', 'CC']",False,[],"['on', 'corporate']","['appropriate', u'incentive', 'and']","['of', u'impose']",ZERO,THE
3860,data/parsed/22/wsj_2229.mrg|30|3,[ The national economic interests ] are much better served allowing the private interests of bankers and investors be the ultimate judges of the investment quality of various LBO deals and leveraged restructurings .,interest,pl,NN,[u'curiosity.n.01'],,S,[],"['JJ', 'JJ']",False,[],"[u'be', 'much']","['national', 'economic']",[],ZERO,THE
3861,data/parsed/22/wsj_2229.mrg|30|28,The national economic interests are much better served allowing [ the private interests ] of bankers and investors be the ultimate judges of the investment quality of various LBO deals and leveraged restructurings .,interest,pl,NN,[u'curiosity.n.01'],,NP,[],['JJ'],False,[],"['of', u'banker']",['private'],"[u'serve', u'allow']",ZERO,THE
3864,data/parsed/22/wsj_2229.mrg|30|52,The national economic interests are much better served allowing the private interests of bankers and investors be [ the ultimate judges ] of the investment quality of various LBO deals and leveraged restructurings .,judge,pl,NN,[],,NP,[],['JJ'],False,[],['of'],['ultimate'],"[u'investor', 'be']",ZERO,THE
3865,data/parsed/22/wsj_2229.mrg|30|63,The national economic interests are much better served allowing the private interests of bankers and investors be the ultimate judges of [ the investment quality ] of various LBO deals and leveraged restructurings .,quality,sg,NN,[u'attribute.n.02'],,NP,[],['NN'],False,[],"['of', 'various']",['investment'],"[u'judge', 'of']",ZERO,THE
3868,data/parsed/22/wsj_2229.mrg|31|5,[ The recent difficulties ] in the junk-bond markets and the scarcity of bank capital for recent deals underscores the wisdom of letting the free markets operate .,difficulty,pl,NN,[u'effort.n.02'],,NP,[],['JJ'],False,[],['in'],['recent'],[],ZERO,THE
3874,data/parsed/22/wsj_2229.mrg|31|64,The recent difficulties in the junk-bond markets and the scarcity of bank capital for recent deals underscores the wisdom of letting [ the free markets ] operate .,market,pl,NN,[u'activity.n.01'],,S,[],['JJ'],True,[],"['operate', '.']",['free'],"['of', u'let']",ZERO,THE
3884,data/parsed/22/wsj_2229.mrg|33|28,"Yes , the broader exchanges got caught up in [ the spiral , ] but they rode the tiger up all year .",spiral,sg,NN,[u'curve.n.01'],,PP,"[',']",[],False,"[',']","['but', 'they']",[],"['up', 'in']",ZERO,THE
3889,data/parsed/22/wsj_2229.mrg|35|3,"[ The arbitragers and takeover initiatiors ] got killed on Gray Friday , while the besieged managers of prospective targets cheered lustily .",initiatiors,pl,NN,,,S,[],"['NNS', 'CC', 'NN']",False,[],"[u'get', u'kill']","[u'arbitrager', 'and', 'takeover']",[],ZERO,THE
3891,data/parsed/22/wsj_2229.mrg|35|35,"The arbitragers and takeover initiatiors got killed on Gray Friday , while [ the besieged managers ] of prospective targets cheered lustily .",manager,pl,NN,[u'administrator.n.01'],,NP,[],['JJ'],False,[],"['of', 'prospective']",['besieged'],"[',', 'while']",ZERO,THE
3894,data/parsed/22/wsj_2229.mrg|36|16,"If you identify with [ the besieged managers , ] you must concede that speedy and effective relief from the excesses of the takeover market is more likely to come from the marketplace than from Washington .",manager,pl,NN,[u'administrator.n.01'],,PP,"[',']",['JJ'],True,"[',']","['you', 'must']",['besieged'],"['identify', 'with']",ZERO,THE
3897,data/parsed/22/wsj_2229.mrg|36|53,"If you identify with the besieged managers , you must concede that speedy and effective relief from [ the excesses ] of the takeover market is more likely to come from the marketplace than from Washington .",excess,pl,NN,[u'overabundance.n.02'],,NP,[],[],False,[],['of'],[],"['relief', 'from']",ZERO,THE
3902,data/parsed/22/wsj_2229.mrg|37|16,"If you side with [ the arbitragers and raiders , ] you clearly have more to fear from private investors than from regulators , although the Delaware courts should never be underestimated .",raider,pl,NN,[u'thief.n.01'],,PP,"[',']","['NNS', 'CC']",False,"[',']","['you', 'clearly']","[u'arbitrager', 'and']","['side', 'with']",ZERO,THE
3907,data/parsed/22/wsj_2229.mrg|37|71,"If you side with the arbitragers and raiders , you clearly have more to fear from private investors than from regulators , although [ the Delaware courts ] should never be underestimated .",court,pl,NN,[u'assembly.n.04'],,S,[],['NNP'],False,[],"['should', 'never']",['Delaware'],"[',', 'although']",ZERO,THE
3924,data/parsed/22/wsj_2229.mrg|40|73,"Any such attempt to distinguish `` good debt '' from `` bad debt , '' or to draw the line at a particular industry , such as [ the airlines , ] is likely to blunt the spur that the proper amount of leverage provides both to equity markets and economic efficiency in general .",airline,pl,NN,[u'hose.n.03'],,PP,"[',']",[],False,"[',']","[u'be', 'likely']",[],"['such', 'as']",ZERO,THE
3925,data/parsed/22/wsj_2229.mrg|40|95,"Any such attempt to distinguish `` good debt '' from `` bad debt , '' or to draw the line at a particular industry , such as the airlines , is likely to blunt [ the spur ] that the proper amount of leverage provides both to equity markets and economic efficiency in general .",spur,,VB,[u'encouragement.n.01'],,NP,[],[],False,[],['that'],[],"['to', 'blunt']",ZERO,THE
3940,data/parsed/22/wsj_2229.mrg|42|42,"Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at [ the University ] of Rochester 's Simon Business School .",University,sg,NNP,[u'body.n.02'],,NP,[],[],False,[],"['of', 'Rochester']",[],"[u'teach', 'at']",ZERO,THE
4016,data/parsed/22/wsj_2230.mrg|13|4,"[ The institutions ] appeared confident that Japanese regulators would step in to ensure orderly trading if necessary , and there was considerable speculation during the day that the Finance Ministry was working behind the scenes to do just that .",institution,pl,NN,[u'organization.n.01'],,S,[],[],False,[],"[u'appear', 'confident']",[],[],ZERO,THE
4061,data/parsed/22/wsj_2230.mrg|21|77,"A midmorning rebound brought it back to show a gain of about 200 at the end of the morning session , but the rally failed in [ the afternoon , ] and the market closed near the day 's low .",afternoon,sg,NN,[u'day.n.04'],,PP,"[',']",[],False,"[',']",['and'],[],"[u'fail', 'in']",ZERO,THE
4065,data/parsed/22/wsj_2230.mrg|22|4,[ The smaller stocks ] in the Tokyo market 's second section also posted their biggest decline of the year .,stock,pl,NN,[u'framework.n.03'],,NP,[],['JJR'],False,[],['in'],[u'small'],[],ZERO,THE
4069,data/parsed/22/wsj_2230.mrg|22|45,The smaller stocks in the Tokyo market 's second section also posted their biggest decline of [ the year . ],year,sg,NN,[u'time_period.n.01'],,PP,['.'],[],False,['.'],[],[],"['decline', 'of']",ZERO,THE
4090,data/parsed/22/wsj_2230.mrg|27|19,"On Oct. 16 , 1987 -- [ the Friday ] before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .",Friday,sg,NNP,[u'weekday.n.01'],,NP,[],[],False,[],['before'],[],"['<number>', '--']",ZERO,THE
4246,data/parsed/22/wsj_2230.mrg|50|12,"`` Singapore took [ the hit ] because when people want to get out , they tend to go where the liquidity is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities -LRB- Hong Kong -RRB- Ltd .",hit,sg,NN,[u'feat.n.01'],,VP,[],[],False,[],"['because', 'when']",[],"['Singapore', u'take']",ZERO,THE
4249,data/parsed/22/wsj_2230.mrg|50|62,"`` Singapore took the hit because when people want to get out , they tend to go where [ the liquidity ] is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities -LRB- Hong Kong -RRB- Ltd .",liquidity,sg,NN,[u'state_of_matter.n.01'],,S,[],[],False,[],"[u'be', ',']",[],"['go', 'where']",ZERO,THE
4355,data/parsed/22/wsj_2230.mrg|68|93,"Analysts cited memories of two years ago , when many small investors held on to their shares after the October crash but the West German market continued to decline steeply for [ the next three months . ]",month,pl,NN,[u'time_period.n.01'],,PP,['.'],"['JJ', 'CD']",False,['.'],[],"['next', 'three']","['steeply', 'for']",ZERO,THE
4380,data/parsed/22/wsj_2231.mrg|2|70,"We 've always thought that Mr. Wright underestimated California 's vitality , but maybe the state 's la-la factions are starting to overwhelm [ the forces ] that made it such a significant place .",force,pl,NN,[u'influence.n.01'],,NP,[],[],False,[],"['that', u'make']",[],"['to', 'overwhelm']",ZERO,THE
4389,data/parsed/22/wsj_2231.mrg|4|21,"The initiative is based largely on [ the wish-lists ] of the green lobby : the Sierra Club , the League of Conservation Voters , the Natural Resources Defense Council , the National Toxics Campaign and the Citizens for a Better Environment .",wish-lists,pl,NN,,,NP,[],[],False,[],['of'],[],"['largely', 'on']",ZERO,THE
4396,data/parsed/22/wsj_2231.mrg|4|91,"The initiative is based largely on the wish-lists of the green lobby : the Sierra Club , the League of Conservation Voters , the Natural Resources Defense Council , the National Toxics Campaign and [ the Citizens ] for a Better Environment .",Citizens,sg,NNP,[u'national.n.01'],,NP,[],[],False,[],['for'],[],"['Campaign', 'and']",ZERO,THE
4438,data/parsed/22/wsj_2231.mrg|15|34,The first place to look under these circumstances is at [ the ways ] in which the sponsors themselves will benefit .,way,pl,NN,[u'structure.n.01'],,NP,[],[],False,[],"['in', 'which']",[],"[u'be', 'at']",ZERO,THE
4448,data/parsed/22/wsj_2231.mrg|18|30,"Mr. Van de Kamp is the one who collected [ the plans ] from the various radical environmental groups and cobbled them into a single unwieldy initiative to be placed on the ballot for election on Nov. 6 , 1990 .",plan,pl,NN,[u'idea.n.01'],,VP,[],[],False,[],['from'],[],"['who', u'collect']",ZERO,THE
4449,data/parsed/22/wsj_2231.mrg|18|38,"Mr. Van de Kamp is the one who collected the plans from [ the various radical environmental groups ] and cobbled them into a single unwieldy initiative to be placed on the ballot for election on Nov. 6 , 1990 .",group,pl,NN,[u'abstraction.n.06'],,PP,[],"['JJ', 'JJ', 'JJ']",False,[],"['and', u'cobble']","['various', 'radical', 'environmental']","[u'plan', 'from']",ZERO,THE
4460,data/parsed/22/wsj_2231.mrg|20|53,The initiative seems to have been crafted to include all the hot issues that set off [ the wealthy Hollywood weepers ] who donate money .,weeper,pl,NN,[u'unfortunate.n.01'],,NP,[],"['JJ', 'NNP']",False,[],"['who', 'donate']","['wealthy', 'Hollywood']","['set', 'off']",ZERO,THE
4468,data/parsed/22/wsj_2231.mrg|22|36,He can spend the legal maximum for his campaign ; all [ the spending ] for the Van de Kamp initiative -LRB- on which there are no limits -RRB- is gravy .,spend,,VBG,[u'payment.n.02'],,NP,[],[],False,[],['for'],[],"[';', 'all']",ZERO,THE
4474,data/parsed/22/wsj_2231.mrg|23|18,"This initiative is being labeled [ The Big Green , ] but maybe it should be called The Big Greenback .",Green,sg,NNP,[u'chromatic_color.n.01'],,VP,"[',']",['NNP'],False,"[',']","['but', 'maybe']",['Big'],"[u'be', u'label']",ZERO,THE
4476,data/parsed/22/wsj_2231.mrg|23|46,"This initiative is being labeled The Big Green , but maybe it should be called [ The Big Greenback . ]",Greenback,sg,NNP,[u'paper_money.n.01'],,S,['.'],['NNP'],False,['.'],[],['Big'],"['be', u'call']",ZERO,THE
4489,data/parsed/22/wsj_2231.mrg|26|27,This is the state that recently passed [ the Prop. 65 ] anti-toxic initiative .,Prop.,sg,NNP,,,VP,['CD'],[],False,['<number>'],"['anti-toxic', 'initiative']",[],"['recently', u'pass']",ZERO,THE
4501,data/parsed/22/wsj_2231.mrg|29|13,That means [ the NRDC ] and such groups no longer would have to spend as much money on litigation ; taxpayers would bear the cost .,NRDC,sg,NNP,,,NP,[],[],False,[],"['and', 'such']",[],"['That', u'mean']",ZERO,THE
4567,data/parsed/22/wsj_2232.mrg|4|74,"It was the fourth-biggest advance for the average of 30 blue chips , on frenetic New York Stock Exchange volume of 416,290,000 shares -- the highest since [ the days ] after the 1987 crash .",day,pl,NN,[u'life.n.07'],,PP,[],[],False,[],['after'],[],"[u'high', 'since']",ZERO,THE
4611,data/parsed/22/wsj_2232.mrg|10|10,"UAL , [ the takeover stock ] at the center of Friday 's 190.58-point market plunge , fell 56 7\\/8 to 222 7\\/8 on nearly 2.3 million shares .",stock,sg,NN,[u'capital.n.01'],,NP,[],['NN'],True,[],['at'],['takeover'],"['UAL', ',']",ZERO,THE
4634,data/parsed/22/wsj_2232.mrg|14|23,I do n't think anyone left [ the place ] whistling Dixie . '',place,sg,NN,[u'point.n.02'],,S,[],[],False,[],"[u'whistle', 'Dixie']",[],"['anyone', u'leave']",ZERO,THE
4653,data/parsed/22/wsj_2232.mrg|18|13,"But most of [ the 30 blue-chip stocks ] in the average , including Eastman Kodak and General Motors , could n't trade because of the heavy backlog of sell orders left over from Friday 's late-afternoon rout .",stock,pl,NN,[u'framework.n.03'],,NP,[],"['CD', 'JJ']",False,[],['in'],"['<number>', 'blue-chip']","['most', 'of']",ZERO,THE
4675,data/parsed/22/wsj_2232.mrg|21|29,"More stocks opened over the ensuing half hour , as [ the 49 Big Board specialist firms ] in charge of keeping the market orderly groped to find buy orders from major brokerage firms to match the selling flood .",firm,pl,NN,[u'business.n.01'],,NP,[],"['CD', 'NNP', 'NNP', 'NN']",False,[],"['in', 'charge']","['<number>', 'Big', 'Board', 'specialist']","[',', 'as']",ZERO,THE
4677,data/parsed/22/wsj_2232.mrg|21|57,"More stocks opened over the ensuing half hour , as the 49 Big Board specialist firms in charge of keeping [ the market orderly groped ] to find buy orders from major brokerage firms to match the selling flood .",groped,pl,NN,,,S,[],"['NN', 'JJ']",False,[],"['to', 'find']","['market', 'orderly']","['of', u'keep']",ZERO,THE
4691,data/parsed/22/wsj_2232.mrg|23|62,"There was heavy stock-index arbitrage , as traders sold big baskets of stock and bought stock-index futures to profit from [ the price discrepancies ] between the two markets .",discrepancy,pl,NN,[u'difference.n.01'],,NP,[],['NN'],False,[],['between'],['price'],"['profit', 'from']",ZERO,THE
4701,data/parsed/22/wsj_2232.mrg|25|12,The onslaught of [ the program selling ] dashed any hopes that some of the big program trading firms would hold off until the market stabilized .,selling,sg,NN,[u'commerce.n.01'],,PP,[],['NN'],True,[],"[u'dash', 'any']",['program'],"['onslaught', 'of']",ZERO,THE
4723,data/parsed/22/wsj_2232.mrg|30|24,"And this time , it was n't just [ the program traders ] who were responsible .",trader,pl,NN,[u'merchant.n.01'],,NP,[],['NN'],True,[],"['who', u'be']",['program'],"[""n't"", 'just']",ZERO,THE
4730,data/parsed/22/wsj_2232.mrg|32|3,"[ The program traders ] were in there , too , of course .",trader,pl,NN,[u'merchant.n.01'],,S,[],['NN'],True,[],"[u'be', 'in']",['program'],[],ZERO,THE
4734,data/parsed/22/wsj_2232.mrg|33|18,"But according to one trader , [ the programmers `` ] did n't look as dominant on the upside as on the downside because there was -LCB- also -RCB- a lot of bargain-hunting '' by institutions .",programmer,pl,NN,"[u'computer_user.n.01', u'engineer.n.01']",,S,['``'],[],False,['``'],"[u'do', ""n't""]",[],"['trader', ',']",ZERO,THE
4736,data/parsed/22/wsj_2232.mrg|33|52,"But according to one trader , the programmers `` did n't look as dominant on the upside as on [ the downside ] because there was -LCB- also -RCB- a lot of bargain-hunting '' by institutions .",downside,sg,NN,[u'side.n.06'],,PP,[],[],False,[],"['because', 'there']",[],"['as', 'on']",ZERO,THE
4768,data/parsed/22/wsj_2232.mrg|37|65,"According to Big Board officials , Disney had one of the biggest sell-order imbalances on Friday ; it was one of [ the seven stocks ] that could n't finish trading that day .",stock,pl,NN,[u'framework.n.03'],,NP,[],['CD'],False,[],"['that', 'could']",['seven'],"['one', 'of']",ZERO,THE
