,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
7463,data/parsed/22/wsj_2257.mrg|25|80,"TREASURY BILLS : Results of the Monday , October 16 , 1989 , auction of short-term U.S. government bills , sold at a discount from face value in [ units ] of $ 10,000 to $ 1 million : 7.37 % , 13 weeks ; 7.42 % , 26 weeks .",unit,pl,NN,[u'definite_quantity.n.01'],,NP,[],[],False,[],"['of', '$']",[],"['value', 'in']",THE,ZERO
7497,data/parsed/22/wsj_2257.mrg|32|4,[ Annualized average rate ] of return after expenses for the past 30 days ; not a forecast of future returns .,rate,sg,NN,[u'magnitude_relation.n.01'],,NP,[],"['VBN', 'JJ']",True,[],"['of', 'return']","['Annualized', 'average']",[],THE,ZERO
7654,data/parsed/22/wsj_2261.mrg|5|27,The company 's remaining business is the manufacture and [ sale ] of engine and transmissions products for industrial and transportation applications .,sale,sg,NN,[u'selling.n.01'],,NP,[],[],True,[],"['of', 'engine']",[],"['manufacture', 'and']",THE,ZERO
7699,data/parsed/22/wsj_2262.mrg|6|3,[ National Heritage stock ] fell 12.5 cents yesterday to close at $ 1.375 a share in New York Stock Exchange composite trading .,stock,sg,NN,[u'capital.n.01'],,S,[],"['NNP', 'NNP']",False,[],"['fell', '<number>']","['National', 'Heritage']",[],THE,ZERO
7732,data/parsed/22/wsj_2263.mrg|4|20,"`` The new structure will enable [ United Biscuits ] to focus clearly upon opportunities for planned growth during the 1990s , '' said Bob Clarke , deputy chairman and group chief executive .",Biscuits,pl,NN,[u'quick_bread.n.01'],,S,[],['NNP'],True,[],"['to', 'focus']",['United'],"['will', 'enable']",THE,ZERO
7830,data/parsed/22/wsj_2264.mrg|13|41,"He interviewed Mr. O'Linn , head of a commission charged with investigating [ electoral intimidation , ] and reported that Mr. O'Linn was openly sympathetic to SWAPO and indeed had defended its leaders in court .",intimidation,sg,NN,[u'aggression.n.05'],,VP,"[',']",['JJ'],False,"[',']","['and', u'report']",['electoral'],"['with', u'investigate']",THE,ZERO
7834,data/parsed/22/wsj_2264.mrg|13|96,"He interviewed Mr. O'Linn , head of a commission charged with investigating electoral intimidation , and reported that Mr. O'Linn was openly sympathetic to SWAPO and indeed had defended its leaders in [ court . ]",court,sg,NN,[u'assembly.n.04'],,PP,['.'],[],False,['.'],[],[],"[u'leader', 'in']",THE,ZERO
7871,data/parsed/22/wsj_2264.mrg|21|4,[ State ] and the human-rights community should insist that Mr. Stanley and his fellow defendants be released and that the United Nation 's monitors make certain that Mr. O'Linn's commission investigates election complaints from all sides .,State,sg,NN,[u'administrative_district.n.01'],,NP,[],[],True,[],['and'],[],[],THE,ZERO
7892,data/parsed/22/wsj_2265.mrg|3|45,"Later , however , it became more of an undercurrent than a dominating force as [ individual markets ] reacted more to their own factors .",market,pl,NN,[u'activity.n.01'],,S,[],['JJ'],True,[],"[u'react', 'more']",['individual'],"['force', 'as']",THE,ZERO
7929,data/parsed/22/wsj_2265.mrg|10|26,"Livestock and meat prices , however , dropped on [ concern ] that a financial crisis would cut consumption of beef and pork .",concern,sg,NN,[u'interest.n.01'],,NP,[],[],True,[],['that'],[],"[u'drop', 'on']",THE,ZERO
7958,data/parsed/22/wsj_2265.mrg|16|35,"Platinum behaved more like an industrial metal , easing early on [ concern ] over a possible weaker economy , but recovering later , as the stock market strengthened .",concern,sg,NN,[u'interest.n.01'],,NP,[],[],False,[],['over'],[],"['early', 'on']",THE,ZERO
7968,data/parsed/22/wsj_2265.mrg|18|20,"For one thing , last Friday , [ precious metals markets ] closed before the stock market went into its late-in-the-day nose dive , so it could n't react to it .",market,pl,NN,[u'activity.n.01'],,S,[],"['JJ', 'NNS']",True,[],"[u'close', 'before']","['precious', u'metal']","['Friday', ',']",THE,ZERO
7994,data/parsed/22/wsj_2265.mrg|21|92,"On Black Monday , Oct. 19 , 1987 , the October contract tacked on further gains , rising to as high as $ 491.50 for a gain of almost $ 20 on [ top ] of the Friday advances , before giving up almost $ 10 of that at the close .",top,sg,NN,[u'region.n.01'],,NP,[],[],False,[],['of'],[],"['<number>', 'on']",THE,ZERO
8058,data/parsed/22/wsj_2265.mrg|32|13,"Some analysts said [ crude ] was due for a correction anyhow , following several days of significant gains .",crude,sg,NN,"[u'fossil_fuel.n.01', u'oil.n.01']",,S,[],[],True,[],"[u'be', 'due']",[],"[u'analyst', u'say']",THE,ZERO
8115,data/parsed/22/wsj_2265.mrg|42|40,"But the recovery in the stock market provided little help for copper as [ word ] spread that a three-month strike at the Highland Valley mine in British Columbia was about over , according to an analyst .",word,sg,NN,[u'language_unit.n.01'],,S,[],[],False,[],"['spread', 'that']",[],"['copper', 'as']",THE,ZERO
8120,data/parsed/22/wsj_2265.mrg|43|3,"[ Highland Valley ] is a large Canadian producer and principal supplier to Japan , which recently began seeking copper elsewhere as its inventories shrank .",Valley,sg,NNP,[u'natural_depression.n.01'],,S,[],['NNP'],True,[],[u'be'],['Highland'],[],THE,ZERO
8150,data/parsed/22/wsj_2265.mrg|50|25,"However , this was brushed aside by [ concern ] over the stock market , the analyst said S .",concern,sg,NN,[u'interest.n.01'],,NP,[],[],False,[],['over'],[],"['aside', 'by']",THE,ZERO
8169,data/parsed/22/wsj_2265.mrg|54|22,"Futures prices eased , more in [ reaction ] to Hurricane Jerry than to any influence of the stock market .",reaction,sg,NN,[u'chemical_process.n.01'],,NP,[],[],False,[],"['to', 'Hurricane']",[],"['more', 'in']",THE,ZERO
8207,data/parsed/22/wsj_2265.mrg|60|4,"[ Colder weather ] is being predicted for the high plains of Texas and the northern states of the Delta during the coming weekend , Mr. Simon said S .",weather,sg,NN,[u'atmospheric_phenomenon.n.01'],,S,[],['NNP'],False,[],"[u'be', u'be']",['Colder'],[],THE,ZERO
8325,data/parsed/22/wsj_2266.mrg|2|144,"A company spokesman said he believed the confusion was caused when James Batten , Knight-Ridder 's chairman and chief executive , told New York analysts two weeks ago that Knight-Ridder 's earnings per share for the first nine months of 1989 would `` be behind a little bit '' from [ like period ] of",period,sg,NN,[u'fundamental_quantity.n.01'],,PP,[],['JJ'],False,[],['of'],['like'],"[""''"", 'from']",THE,ZERO
8387,data/parsed/22/wsj_2267.mrg|5|75,DD Acquisition said that it already owns 15 % of the common shares of the doughnut shop chain and that as of the close of [ business ] Friday an additional 11 % had been tendered to its offer .,business,sg,NN,[u'enterprise.n.02'],,PP,[],[],False,[],['Friday'],[],"['close', 'of']",THE,ZERO
8444,data/parsed/22/wsj_2268.mrg|5|67,"In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at [ quarter 's ] end for the first time in the company 's history .",quarter,sg,NN,[u'common_fraction.n.01'],,NPB,['POS'],[],True,"[""'s""]","['end', 'for']",[],"['billion', 'at']",THE,ZERO
8459,data/parsed/22/wsj_2269.mrg|1|88,"Whirlpool Corp. , Benton Harbor , Mich. , said it has developed a process to recover environmentally harmful chlorofluorocarbons , or CFCs , that previously entered the atmosphere during [ in-home repair ] of refrigerators and freezers .",repair,sg,NN,[u'improvement.n.02'],,NP,[],['JJ'],False,[],"['of', u'refrigerator']",['in-home'],"['atmosphere', 'during']",THE,ZERO
8495,data/parsed/22/wsj_2269.mrg|6|45,"Whirpool said , `` We see this process as a small but important step toward [ eventual elimination ] of CFC use in appliance manufacture .",elimination,sg,NN,[u'removal.n.01'],,NP,[],['JJ'],False,[],"['of', 'CFC']",['eventual'],"['step', 'toward']",THE,ZERO
8727,data/parsed/22/wsj_2274.mrg|3|49,"But for the fiscal year ended July 31 , 1988 , the most recent period for which [ results ] were broken out , the Perkin-Elmer unit accounted for more than half the $ 145 million in sales recorded by the company 's government systems sector .",result,pl,NN,[u'phenomenon.n.01'],,S,[],[],False,[],"[u'be', u'break']",[],"['for', 'which']",THE,ZERO
8746,data/parsed/22/wsj_2274.mrg|6|27,These are used aboard military helicopters to warn [ pilots ] that a laser weapon has been focused on them .,pilot,pl,NN,[u'aviator.n.01'],,VP,[],[],False,[],['that'],[],"['to', 'warn']",THE,ZERO
8761,data/parsed/22/wsj_2274.mrg|8|32,Hughes said it expects the sale to close by [ year end . ],end,sg,NN,[u'extremity.n.04'],,PP,['.'],['NN'],True,['.'],[],['year'],"['close', 'by']",THE,ZERO
8801,data/parsed/22/wsj_2276.mrg|1|31,"For the moment , at least , euphoria has replaced [ anxiety ] on Wall Street .",anxiety,sg,NN,[u'psychological_state.n.01'],,NP,[],[],False,[],"['on', 'Wall']",[],"[u'have', u'replace']",THE,ZERO
8806,data/parsed/22/wsj_2276.mrg|2|40,"The Dow Jones Industrial Average jumped sharply yesterday to close at 2657.38 , [ panic ] did n't sweep the world 's markets , and investors large and small seemed to accept Friday 's dizzying 190-point plunge as a sharp correction , not a calamity .",panic,sg,NN,[u'fear.n.01'],,S,[],[],False,[],"[u'do', ""n't""]",[],"['<number>', ',']",THE,ZERO
8814,data/parsed/22/wsj_2276.mrg|3|9,Many went [ bargain-hunting . ],bargain-hunting,sg,NN,,,VP,['.'],[],False,['.'],[],[],"['Many', u'go']",THE,ZERO
8950,data/parsed/22/wsj_2276.mrg|28|4,"[ Foreign stock markets , ] which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .",market,pl,NN,[u'activity.n.01'],,NP,"[',']","['JJ', 'NN']",True,"[',']","['which', u'kick']","['Foreign', 'stock']",[],THE,ZERO
8965,data/parsed/22/wsj_2276.mrg|30|44,And the widely disseminated opinion among most market experts that a crash was n't in [ store ] also helped calm investors .,store,sg,NN,[u'mercantile_establishment.n.01'],,PP,[],[],False,[],"['also', u'help']",[],"[""n't"", 'in']",THE,ZERO
8989,data/parsed/22/wsj_2276.mrg|34|16,"Computers have increasingly connected [ securities markets ] world-wide , so that a buying or selling wave in one market is often passed around the globe .",market,pl,NN,[u'activity.n.01'],,S,[],['NNS'],True,[],"['world-wide', ',']",[u'security'],"['increasingly', u'connect']",THE,ZERO
9010,data/parsed/22/wsj_2276.mrg|38|6,"Unlike [ two years ago , ] most of Japan 's major investors chose to sit this calamity out .",year,pl,NN,[u'time_of_life.n.01'],,PP,"['RB', ',']",['CD'],False,"['ago', ',']","['most', 'of']",['two'],['Unlike'],THE,ZERO
9027,data/parsed/22/wsj_2276.mrg|41|30,The relative calm in Tokyo proved little comfort to [ markets ] opening up in Europe .,market,pl,NN,[u'activity.n.01'],,NP,[],[],True,[],"[u'open', 'up']",[],"['comfort', 'to']",THE,ZERO
9049,data/parsed/22/wsj_2276.mrg|46|20,The screen was a sea of [ red . ],red,sg,NN,[u'chromatic_color.n.01'],,PP,['.'],[],True,['.'],[],[],"['sea', 'of']",THE,ZERO
9051,data/parsed/22/wsj_2276.mrg|47|13,"`` I see [ concern , ] but I do n't see panic , '' says J. Francis Palamara , a New Yorker who runs the 15-trader office .",concern,sg,NN,[u'interest.n.01'],,VP,"[',']",[],False,"[',']","['but', 'I']",[],"['I', 'see']",THE,ZERO
9060,data/parsed/22/wsj_2276.mrg|48|34,"London 's blue-chip stock index turned up just before 8 a.m . [ New York time , ] sending an encouraging message to Wall Street .",time,sg,NN,[u'case.n.01'],,VP,"[',']","['NNP', 'NNP']",False,"[',']",[u'send'],"['New', 'York']","['a.m', '.']",THE,ZERO
9067,data/parsed/22/wsj_2276.mrg|50|4,[ Futures markets ] in Chicago had opened at a level suggesting the Dow would fall by about 60 points .,market,pl,NN,[u'activity.n.01'],,NP,[],['NNS'],False,[],"['in', 'Chicago']",['Futures'],[],THE,ZERO
9085,data/parsed/22/wsj_2276.mrg|54|21,"Ten minutes later , the Dow hit [ bottom - ] down 63.52 points , another 2.5 % .",bottom,sg,NN,[u'side.n.04'],,VP,[':'],[],False,['-'],"['down', '<number>']",[],"['Dow', 'hit']",THE,ZERO
9107,data/parsed/22/wsj_2276.mrg|58|40,"Shortly after 10 a.m. , the Major Market Index , a Chicago Board of [ Trade futures contract ] of 20 stocks designed to mimic the DJIA , exploded upward .",contract,sg,NN,[u'written_agreement.n.01'],,NP,[],"['NNP', 'NNS']",False,[],"['of', '<number>']","['Trade', u'future']","['Board', 'of']",THE,ZERO
9141,data/parsed/22/wsj_2276.mrg|67|3,[ Japanese ] were said to be heavy buyers .,Japanese,pl,NNP,[u'asian.n.01'],,S,[],[],False,[],"[u'be', u'say']",[],[],THE,ZERO
9177,data/parsed/22/wsj_2276.mrg|73|6,"Among [ Big Board specialists , ] the cry was `` Pull your offers '' -- meaning that specialists soon expected to get higher prices for their shares .",specialist,pl,NN,[u'expert.n.01'],,PP,"[',']","['NNP', 'NNP']",False,"[',']",['cry'],"['Big', 'Board']",['Among'],THE,ZERO
9193,data/parsed/22/wsj_2276.mrg|76|65,"This technical strength spurred buying from Wall Street 's `` black boxes , '' computer programs designed to trigger large stock purchases during [ bullish periods . ]",period,pl,NN,[u'fundamental_quantity.n.01'],,PP,['.'],['JJ'],False,['.'],[],['bullish'],"[u'purchase', 'during']",THE,ZERO
9226,data/parsed/22/wsj_2276.mrg|83|57,"Over the weekend , clearing firms told the Chicago market makers to get out of their positions at any cost [ Monday morning . ]",morning,sg,NN,[u'time_period.n.01'],,VP,['.'],['NNP'],False,['.'],[],['Monday'],"['any', 'cost']",THE,ZERO
9272,data/parsed/22/wsj_2276.mrg|92|13,I much prefer [ money ] I can put my hands on . '',money,sg,NN,[u'medium_of_exchange.n.01'],,NP,[],[],False,[],"['I', 'can']",[],"['much', 'prefer']",THE,ZERO
9370,data/parsed/22/wsj_2278.mrg|1|3,[ EAST GERMANS ] RALLIED as officials reportedly sought Honecker 's ouster .,GERMANS,sg,NNP,[u'european.n.01'],,S,[],['NNP'],False,[],"['RALLIED', 'as']",['EAST'],[],THE,ZERO
9473,data/parsed/22/wsj_2278.mrg|16|7,"While [ anti-abortion groups ] are opposed to such research , scientists have said transplanting such tissue could be effective in treating diabetes .",group,pl,NN,[u'abstraction.n.06'],,S,[],['JJ'],True,[],"[u'be', u'oppose']",['anti-abortion'],['While'],THE,ZERO
9477,data/parsed/22/wsj_2278.mrg|16|64,"While anti-abortion groups are opposed to such research , scientists have said transplanting such tissue could be effective in treating [ diabetes . ]",diabetes,sg,NN,[u'polygenic_disorder.n.01'],,VP,['.'],[],False,['.'],[],[],"['in', u'treat']",THE,ZERO
9479,data/parsed/22/wsj_2278.mrg|17|10,Delegates from [ 91 nations ] endorsed a ban on world ivory trade in an attempt to rescue the endangered elephant from extinction .,nation,pl,NN,[u'political_unit.n.01'],,PP,[],['CD'],False,[],[u'endorse'],['<number>'],"['Delegates', 'from']",THE,ZERO
9484,data/parsed/22/wsj_2278.mrg|17|61,Delegates from 91 nations endorsed a ban on world ivory trade in an attempt to rescue the endangered elephant from [ extinction . ],extinction,sg,NN,[u'inaction.n.01'],,PP,['.'],[],False,['.'],[],[],"['elephant', 'from']",THE,ZERO
9485,data/parsed/22/wsj_2278.mrg|18|3,"[ Five African nations , ] however , said they would continue selling the valuable tusks .",nation,pl,NN,[u'political_unit.n.01'],,S,"[',']","['CD', 'JJ']",True,"[',']","['however', ',']","['Five', 'African']",[],THE,ZERO
9511,data/parsed/22/wsj_2278.mrg|23|35,Seoul and Pyongyang reached a tentative agreement to allow visits between [ families ] on the divided Korean peninsula .,family,pl,NN,[u'unit.n.03'],,PP,[],[],False,[],['on'],[],"[u'visit', 'between']",THE,ZERO
9553,data/parsed/22/wsj_2278.mrg|30|40,Poland 's legislature approved limits on automatic wage increases without special provisions for [ food price rises . ],rise,pl,NN,[u'emergence.n.01'],,PP,['.'],"['NN', 'NN']",False,['.'],[],"['food', 'price']","[u'provision', 'for']",THE,ZERO
9564,data/parsed/22/wsj_2278.mrg|32|50,Norway 's King Olav V installed a three-party non-Socialist government as Gro Harlem Brundtland 's three-year-old Labor regime relinquished [ power . ],power,sg,NN,[u'quality.n.01'],,VP,['.'],[],False,['.'],[],[],"['regime', u'relinquish']",THE,ZERO
9628,data/parsed/22/wsj_2280.mrg|1|23,"Chicago investor William Farley agreed to sell [ three divisions ] of Cluett Peabody & Co. for about $ 600 million to Bidermann S.A. , a closely held clothing maker based in Paris .",division,pl,NN,[u'army_unit.n.01'],,NP,[],['CD'],False,[],"['of', 'Cluett']",['three'],"['to', 'sell']",THE,ZERO
9648,data/parsed/22/wsj_2280.mrg|3|18,"Included in the sale are [ Cluett units ] that make men 's shirts under the Arrow name , socks under the Gold Toe name and menswear through the Schoeneman division .",unit,pl,NN,[u'definite_quantity.n.01'],,NP,[],['NNP'],True,[],"['that', 'make']",['Cluett'],"['sale', u'be']",THE,ZERO
9683,data/parsed/22/wsj_2280.mrg|9|12,"But he kept [ Fruit ] of the Loom Inc. , the underwear maker that he still controls and serves as chairman and chief executive .",Fruit,sg,NN,[u'reproductive_structure.n.01'],,NP,[],[],False,[],['of'],[],"['he', u'keep']",THE,ZERO
9756,data/parsed/22/wsj_2281.mrg|5|28,U.S. holders now own more than 60 % of [ Blue Arrow ] compared with 9 % last January .,Arrow,sg,NN,[u'mark.n.10'],,PP,[],['JJ'],True,[],"[u'compare', 'with']",['Blue'],"['%', 'of']",THE,ZERO
9825,data/parsed/22/wsj_2281.mrg|16|3,"[ Good will ] is the excess of cost of an acquired firm , operating unit or assets over the current or fair market value of those assets .",will,sg,NN,[u'faculty.n.01'],,S,[],['JJ'],True,[],[u'be'],['Good'],[],THE,ZERO
9827,data/parsed/22/wsj_2281.mrg|16|21,"Good will is the excess of [ cost ] of an acquired firm , operating unit or assets over the current or fair market value of those assets .",cost,sg,NN,[u'outgo.n.01'],,NP,[],[],False,[],['of'],[],"['excess', 'of']",THE,ZERO
9836,data/parsed/22/wsj_2281.mrg|17|61,"But with so many shares now held in the U.S. , Blue Arrow reports its earnings two ways , based on both [ U.K. ] and U.S. accounting standards .",U.K.,sg,NNP,[],,NP,[],[],False,[],"['and', 'U.S.']",[],"['on', 'both']",THE,ZERO
9846,data/parsed/22/wsj_2281.mrg|19|31,"The British version shows `` a handful of pounds of [ net worth '' ] following the 1987 write-off of good will , while the American version reflects `` $ 1 billion of net worth because almost none of -LCB- the good will -RCB- has been written off . ''",worth,sg,NN,[u'indefinite_quantity.n.01'],,PP,"[""''""]",['JJ'],False,"[""''""]",[u'follow'],['net'],"[u'pound', 'of']",THE,ZERO
9961,data/parsed/22/wsj_2282.mrg|11|30,"Strong earnings growth helped achieve that price far ahead of [ schedule , ] in August 1988 .",schedule,sg,NN,[u'plan.n.01'],,PP,"[',']",[],False,"[',']","['in', 'August']",[],"['ahead', 'of']",THE,ZERO
10001,data/parsed/22/wsj_2282.mrg|17|47,"While profitable , it `` was n't growing and was n't providing a satisfactory return on [ invested capital , '' ] he says S .",capital,sg,NN,[u'assets.n.01'],,PP,"[',', ""''""]",['VBN'],True,"[',', ""''""]","['he', u'say']",[u'invest'],"['return', 'on']",THE,ZERO
10019,data/parsed/22/wsj_2282.mrg|20|70,Mr. Sim considers the new unit 's operations `` fundamentally sound '' and adds that Barry Wright has been fairly successful in moving into [ markets ] that have n't interested larger competitors .,market,pl,NN,[u'activity.n.01'],,NP,[],[],True,[],"['that', 'have']",[],"[u'move', 'into']",THE,ZERO
