|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
4061|THE|"data/parsed/22/wsj_2230.mrg|21|77"|A midmorning rebound brought it back to show a gain of about 200 at the end of the morning session , but the rally failed in [ the afternoon , ] and the market closed near the day 's low .|afternoon|sg|NN|[u'day.n.04']||PP|[',']|[]|False|[',']|['and']|[]|[u'fail', 'in']|NN|False|False|False|0|False|||failed|False|0.702702702703|ZERO|THE
4065|THE|"data/parsed/22/wsj_2230.mrg|22|4"|[ The smaller stocks ] in the Tokyo market 's second section also posted their biggest decline of the year .|stock|pl|NN|[u'framework.n.03']||NP|[]|['JJR']|False|[]|['in']|[u'small']|[]|NN|False|True|False|7|False|PP|in|posted|False|0.0|ZERO|THE
4069|THE|"data/parsed/22/wsj_2230.mrg|22|45"|The smaller stocks in the Tokyo market 's second section also posted their biggest decline of [ the year . ]|year|sg|NN|[u'time_period.n.01']||PP|['.']|[]|False|['.']|[]|[]|['decline', 'of']|NN|False|False|False|0|False|||posted|False|0.941176470588|ZERO|THE
4090|THE|"data/parsed/22/wsj_2230.mrg|27|19"|On Oct. 16 , 1987 -- [ the Friday ] before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .|Friday|sg|NNP|[u'weekday.n.01']||NP|[]|[]|False|[]|['before']|[]|['<number>', '--']|NN|True|True|False|6|False|PP|before|dropped||0.1875|ZERO|THE
4246|THE|"data/parsed/22/wsj_2230.mrg|50|12"|`` Singapore took [ the hit ] because when people want to get out , they tend to go where the liquidity is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities -LRB- Hong Kong -RRB- Ltd .|hit|sg|NN|[u'feat.n.01']||VP|[]|[]|False|[]|['because', 'when']|[]|['Singapore', u'take']|NN|False|False|False|0|False|||took|False|0.0789473684211|ZERO|THE
4249|THE|"data/parsed/22/wsj_2230.mrg|50|62"|`` Singapore took the hit because when people want to get out , they tend to go where [ the liquidity ] is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities -LRB- Hong Kong -RRB- Ltd .|liquidity|sg|NN|[u'state_of_matter.n.01']||S|[]|[]|False|[]|[u'be', ',']|[]|['go', 'where']|NN|False|False|False|0|False|||is|False|0.473684210526|ZERO|THE
4314|THE|"data/parsed/22/wsj_2230.mrg|60|126"|Nestor Hinzack , an analyst at brokerage firm Burdett , Buckeridge & Young Ltd. , described the market 's performance as `` sheep-like '' as investors fled to bluechip Australian stocks and shunned entrepreneurial companies they perceived as having any takeover premium built into [ the price . ]|price|sg|NN|[u'value.n.02']||PP|['.']|[]|False|['.']|[]|[]|[u'build', 'into']|NN|False|False|False|0|False|||having|False|0.977777777778|ZERO|THE
4355|THE|"data/parsed/22/wsj_2230.mrg|68|93"|Analysts cited memories of two years ago , when many small investors held on to their shares after the October crash but the West German market continued to decline steeply for [ the next three months . ]|month|pl|NN|[u'time_period.n.01']||PP|['.']|['JJ', 'CD']|False|['.']|[]|['next', 'three']|['steeply', 'for']|NN|False|False|False|0|False|||to|False|0.96875|ZERO|THE
4380|THE|"data/parsed/22/wsj_2231.mrg|2|70"|We 've always thought that Mr. Wright underestimated California 's vitality , but maybe the state 's la-la factions are starting to overwhelm [ the forces ] that made it such a significant place .|force|pl|NN|[u'influence.n.01']||NP|[]|[]|False|[]|['that', u'make']|[]|['to', 'overwhelm']|NN|False|True|False|8|False|SBAR|that|to|False|0.71875|ZERO|THE
4389|THE|"data/parsed/22/wsj_2231.mrg|4|21"|The initiative is based largely on [ the wish-lists ] of the green lobby : the Sierra Club , the League of Conservation Voters , the Natural Resources Defense Council , the National Toxics Campaign and the Citizens for a Better Environment .|wish-lists|pl|NN|||NP|[]|[]|False|[]|['of']|[]|['largely', 'on']|NN|False|True|False|33|True|PP|of|is|False|0.15|ZERO|THE
4391|THE|"data/parsed/22/wsj_2231.mrg|4|40"|The initiative is based largely on the wish-lists of the green lobby : [ the Sierra Club , ] the League of Conservation Voters , the Natural Resources Defense Council , the National Toxics Campaign and the Citizens for a Better Environment .|Club|sg|NNP|[u'baseball_team.n.01']||NP|[',']|['NNP']|False|[',']|['League']|['Sierra']|['lobby', ':']|NN|True|True|False|6|False|NP|the|is||0.342105263158|ZERO|THE
4395|THE|"data/parsed/22/wsj_2231.mrg|4|79"|The initiative is based largely on the wish-lists of the green lobby : the Sierra Club , the League of Conservation Voters , the Natural Resources Defense Council , [ the National Toxics Campaign ] and the Citizens for a Better Environment .|Campaign|sg|NNP|[u'race.n.01']||NP|[]|['NNP', 'NNPS']|False|[]|['and']|['National', 'Toxics']|['Council', ',']|NN|True|True|False|1|False|CC|and|is||0.763157894737|ZERO|THE
4396|THE|"data/parsed/22/wsj_2231.mrg|4|91"|The initiative is based largely on the wish-lists of the green lobby : the Sierra Club , the League of Conservation Voters , the Natural Resources Defense Council , the National Toxics Campaign and [ the Citizens ] for a Better Environment .|Citizens|sg|NNP|[u'national.n.01']||NP|[]|[]|False|[]|['for']|[]|['Campaign', 'and']|NN|True|True|False|5|False|PP|for|is||0.85|ZERO|THE
4438|THE|"data/parsed/22/wsj_2231.mrg|15|34"|The first place to look under these circumstances is at [ the ways ] in which the sponsors themselves will benefit .|way|pl|NN|[u'structure.n.01']||NP|[]|[]|False|[]|['in', 'which']|[]|[u'be', 'at']|NN|False|True|False|8|False|SBAR|in|is|False|0.526315789474|ZERO|THE
4448|THE|"data/parsed/22/wsj_2231.mrg|18|30"|Mr. Van de Kamp is the one who collected [ the plans ] from the various radical environmental groups and cobbled them into a single unwieldy initiative to be placed on the ballot for election on Nov. 6 , 1990 .|plan|pl|NN|[u'idea.n.01']||VP|[]|[]|False|[]|['from']|[]|['who', u'collect']|NN|False|False|False|0|False|||collected|False|0.236842105263|ZERO|THE
4449|THE|"data/parsed/22/wsj_2231.mrg|18|38"|Mr. Van de Kamp is the one who collected the plans from [ the various radical environmental groups ] and cobbled them into a single unwieldy initiative to be placed on the ballot for election on Nov. 6 , 1990 .|group|pl|NN|[u'abstraction.n.06']||PP|[]|['JJ', 'JJ', 'JJ']|False|[]|['and', u'cobble']|['various', 'radical', 'environmental']|[u'plan', 'from']|NN|False|False|False|0|False|||collected|False|0.342857142857|ZERO|THE
4452|THE|"data/parsed/22/wsj_2231.mrg|18|85"|Mr. Van de Kamp is the one who collected the plans from the various radical environmental groups and cobbled them into a single unwieldy initiative to be placed on [ the ballot ] for election on Nov. 6 , 1990 .|ballot|sg|NN|[u'document.n.01']||NP|[]|[]|False|[]|['for', 'election']|[]|[u'place', 'on']|NN|False|True|False|2|False|PP|for|collected|False|0.763157894737|ZERO|THE
4460|THE|"data/parsed/22/wsj_2231.mrg|20|53"|The initiative seems to have been crafted to include all the hot issues that set off [ the wealthy Hollywood weepers ] who donate money .|weeper|pl|NN|[u'unfortunate.n.01']||NP|[]|['JJ', 'NNP']|False|[]|['who', 'donate']|['wealthy', 'Hollywood']|['set', 'off']|NN|False|True|False|4|False|SBAR|who|set|False|0.761904761905|ZERO|THE
4468|THE|"data/parsed/22/wsj_2231.mrg|22|36"|He can spend the legal maximum for his campaign ; all [ the spending ] for the Van de Kamp initiative -LRB- on which there are no limits -RRB- is gravy .|spend||VBG|[u'payment.n.02']||NP|[]|[]|False|[]|['for']|[]|[';', 'all']|VBG|False|True|False|6|False|PP|for|is|True|0.379310344828|ZERO|THE
4474|THE|"data/parsed/22/wsj_2231.mrg|23|18"|This initiative is being labeled [ The Big Green , ] but maybe it should be called The Big Greenback .|Green|sg|NNP|[u'chromatic_color.n.01']||VP|[',']|['NNP']|False|[',']|['but', 'maybe']|['Big']|[u'be', u'label']|NN|True|False|False|0|False|||is||0.3125|ZERO|THE
4476|THE|"data/parsed/22/wsj_2231.mrg|23|46"|This initiative is being labeled The Big Green , but maybe it should be called [ The Big Greenback . ]|Greenback|sg|NNP|[u'paper_money.n.01']||S|['.']|['NNP']|False|['.']|[]|['Big']|['be', u'call']|NN|True|False|False|0|False|||Greenback||0.9375|ZERO|THE
4489|THE|"data/parsed/22/wsj_2231.mrg|26|27"|This is the state that recently passed [ the Prop. 65 ] anti-toxic initiative .|Prop.|sg|NNP|||VP|['CD']|[]|False|['<number>']|['anti-toxic', 'initiative']|[]|['recently', u'pass']|NN|True|False|False|0|False|||passed||0.636363636364|ZERO|THE
4501|THE|"data/parsed/22/wsj_2231.mrg|29|13"|That means [ the NRDC ] and such groups no longer would have to spend as much money on litigation ; taxpayers would bear the cost .|NRDC|sg|NNP|||NP|[]|[]|False|[]|['and', 'such']|[]|['That', u'mean']|NN|True|True|False|1|False|CC|and|would||0.0833333333333|ZERO|THE
4561|THE|"data/parsed/22/wsj_2232.mrg|4|9"|It was [ the fourth-biggest advance ] for the average of 30 blue chips , on frenetic New York Stock Exchange volume of 416,290,000 shares -- the highest since the days after the 1987 crash .|advance|sg|NN|[u'change_of_location.n.01']||VP|[]|['JJ']|False|[]|['for']|['fourth-biggest']|['It', u'be']|NN|False|False|False|0|False|||was|False|0.0625|ZERO|THE
4567|THE|"data/parsed/22/wsj_2232.mrg|4|74"|It was the fourth-biggest advance for the average of 30 blue chips , on frenetic New York Stock Exchange volume of 416,290,000 shares -- the highest since [ the days ] after the 1987 crash .|day|pl|NN|[u'life.n.07']||PP|[]|[]|False|[]|['after']|[]|[u'high', 'since']|NN|False|False|False|0|False|||was|False|0.818181818182|ZERO|THE
4595|THE|"data/parsed/22/wsj_2232.mrg|8|60"|Meanwhile , in a divergence in two of the market 's most important indicators , the Dow industrials ' sister average , [ the 20-stock Dow Jones Transportation Average , ] tumbled 102.06 to 1304.23 -- its second-worst decline next to the 164.78-point fall during the 1987 crash .|Average|sg|NNP|[u'statistic.n.01']||NP|[',']|['JJ', 'NNP', 'NNP', 'NNP']|True|[',']|[u'tumble', '<number>']|['20-stock', 'Dow', 'Jones', 'Transportation']|['average', ',']|NN|True|False|False|0|False|||tumbled||0.536585365854|ZERO|THE
4599|THE|"data/parsed/22/wsj_2232.mrg|8|104"|Meanwhile , in a divergence in two of the market 's most important indicators , the Dow industrials ' sister average , the 20-stock Dow Jones Transportation Average , tumbled 102.06 to 1304.23 -- its second-worst decline next to [ the 164.78-point fall ] during the 1987 crash .|fall|sg|NN|[u'season.n.02']||PP|[]|['JJ']|False|[]|['during']|['164.78-point']|['next', 'to']|NN|False|False|False|0|False|||tumbled|False|0.866666666667|ZERO|THE
4611|THE|"data/parsed/22/wsj_2232.mrg|10|10"|UAL , [ the takeover stock ] at the center of Friday 's 190.58-point market plunge , fell 56 7\\/8 to 222 7\\/8 on nearly 2.3 million shares .|stock|sg|NN|[u'capital.n.01']||NP|[]|['NN']|True|[]|['at']|['takeover']|['UAL', ',']|NN|False|True|False|10|False|PP|at|fell|True|0.08|ZERO|THE
4634|THE|"data/parsed/22/wsj_2232.mrg|14|23"|I do n't think anyone left [ the place ] whistling Dixie . ''|place|sg|NN|[u'point.n.02']||S|[]|[]|False|[]|[u'whistle', 'Dixie']|[]|['anyone', u'leave']|NN|False|False|False|0|False|||whistling|False|0.545454545455|ZERO|THE
4653|THE|"data/parsed/22/wsj_2232.mrg|18|13"|But most of [ the 30 blue-chip stocks ] in the average , including Eastman Kodak and General Motors , could n't trade because of the heavy backlog of sell orders left over from Friday 's late-afternoon rout .|stock|pl|NN|[u'framework.n.03']||NP|[]|['CD', 'JJ']|False|[]|['in']|['<number>', 'blue-chip']|['most', 'of']|NN|False|True|False|4|False|PP|in|could|False|0.0882352941176|ZERO|THE
4667|THE|"data/parsed/22/wsj_2232.mrg|20|4"|[ The Dow ] dropped to a quick 27-point loss , and to many traders it looked as if stocks were headed for yet another big tumble .|Dow|sg|NNP|||S|[]|[]|True|[]|[u'drop', 'to']|[]|[]|NN|True|False|False|0|False|||dropped||0.0|ZERO|THE
4675|THE|"data/parsed/22/wsj_2232.mrg|21|29"|More stocks opened over the ensuing half hour , as [ the 49 Big Board specialist firms ] in charge of keeping the market orderly groped to find buy orders from major brokerage firms to match the selling flood .|firm|pl|NN|[u'business.n.01']||NP|[]|['CD', 'NNP', 'NNP', 'NN']|False|[]|['in', 'charge']|['<number>', 'Big', 'Board', 'specialist']|[',', 'as']|NN|False|True|False|22|False|PP|in|opened|False|0.30303030303|ZERO|THE
4677|THE|"data/parsed/22/wsj_2232.mrg|21|57"|More stocks opened over the ensuing half hour , as the 49 Big Board specialist firms in charge of keeping [ the market orderly groped ] to find buy orders from major brokerage firms to match the selling flood .|groped|pl|NN|||S|[]|['NN', 'JJ']|False|[]|['to', 'find']|['market', 'orderly']|['of', u'keep']|NN|False|False|False|0|False|||to|False|0.571428571429|ZERO|THE
4691|THE|"data/parsed/22/wsj_2232.mrg|23|62"|There was heavy stock-index arbitrage , as traders sold big baskets of stock and bought stock-index futures to profit from [ the price discrepancies ] between the two markets .|discrepancy|pl|NN|[u'difference.n.01']||NP|[]|['NN']|False|[]|['between']|['price']|['profit', 'from']|NN|False|True|False|5|False|PP|between|to|False|0.769230769231|ZERO|THE
4701|THE|"data/parsed/22/wsj_2232.mrg|25|12"|The onslaught of [ the program selling ] dashed any hopes that some of the big program trading firms would hold off until the market stabilized .|selling|sg|NN|[u'commerce.n.01']||PP|[]|['NN']|True|[]|[u'dash', 'any']|['program']|['onslaught', 'of']|NN|False|False|False|0|False|||dashed|True|0.130434782609|ZERO|THE
4707|THE|"data/parsed/22/wsj_2232.mrg|27|3"|[ The Dow ] accelerated its slide , losing 63.52 in the first 40 minutes of trading .|Dow|sg|NNP|||S|[]|[]|False|[]|[u'accelerate', 'its']|[]|[]|NN|True|False|False|0|False|||accelerated||0.0|ZERO|THE
4717|THE|"data/parsed/22/wsj_2232.mrg|29|12"|Then at 10:15 [ the Dow ] suddenly started to rebound , and when it shot upward it did so even faster than the early-morning fall .|Dow|sg|NNP|||S|[]|[]|True|[]|['suddenly', u'start']|[]|['at', '10:15']|NN|True|False|False|0|False|||started||0.125|ZERO|THE
4723|THE|"data/parsed/22/wsj_2232.mrg|30|24"|And this time , it was n't just [ the program traders ] who were responsible .|trader|pl|NN|[u'merchant.n.01']||NP|[]|['NN']|True|[]|['who', u'be']|['program']|"[""n't"", 'just']"|NN|False|True|False|4|False|SBAR|who|was|True|0.615384615385|ZERO|THE
4730|THE|"data/parsed/22/wsj_2232.mrg|32|3"|[ The program traders ] were in there , too , of course .|trader|pl|NN|[u'merchant.n.01']||S|[]|['NN']|True|[]|[u'be', 'in']|['program']|[]|NN|False|False|False|0|False|||were|True|0.0|ZERO|THE
4734|THE|"data/parsed/22/wsj_2232.mrg|33|18"|But according to one trader , [ the programmers `` ] did n't look as dominant on the upside as on the downside because there was -LCB- also -RCB- a lot of bargain-hunting '' by institutions .|programmer|pl|NN|[u'computer_user.n.01', u'engineer.n.01']||S|['``']|[]|False|['``']|"[u'do', ""n't""]"|[]|['trader', ',']|NN|False|False|False|0|False|||did|False|0.181818181818|ZERO|THE
4736|THE|"data/parsed/22/wsj_2232.mrg|33|52"|But according to one trader , the programmers `` did n't look as dominant on the upside as on [ the downside ] because there was -LCB- also -RCB- a lot of bargain-hunting '' by institutions .|downside|sg|NN|[u'side.n.06']||PP|[]|[]|False|[]|['because', 'there']|[]|['as', 'on']|NN|False|False|False|0|False|||did|False|0.558823529412|ZERO|THE
4768|THE|"data/parsed/22/wsj_2232.mrg|37|65"|According to Big Board officials , Disney had one of the biggest sell-order imbalances on Friday ; it was one of [ the seven stocks ] that could n't finish trading that day .|stock|pl|NN|[u'framework.n.03']||NP|[]|['CD']|False|[]|['that', 'could']|['seven']|['one', 'of']|NN|False|True|False|8|False|SBAR|that|was|False|0.7|ZERO|THE
4782|THE|"data/parsed/22/wsj_2232.mrg|40|56"|However , Disney specialist Robert Fagenson said : `` I would be surprised if Goldman represented 4 % of [ the opening volume . '' ]|volume|sg|NN|[u'measure.n.02']||PP|"['.', ""''""]"|['NN']|False|"['.', ""''""]"|[]|['opening']|['%', 'of']|NN|False|False|False|0|False|||represented|False|0.95|ZERO|THE
4810|THE|"data/parsed/22/wsj_2232.mrg|48|18"|But in another dramatic burst , [ the Dow ] tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .|Dow|sg|NNP|||S|[]|[]|False|[]|[u'tack', 'on']|[]|['burst', ',']|NN|True|False|False|0|False|||tacked||0.230769230769|ZERO|THE
4844|THE|"data/parsed/22/wsj_2232.mrg|53|18"|`` It was bedlam on [ the upside , '' ] said one Big Board specialist .|upside|sg|NN|[u'side.n.04']||PP|"[',', ""''""]"|[]|False|"[',', ""''""]"|[u'say', 'one']|[]|['bedlam', 'on']|NN|False|False|False|0|False|||was|False|0.416666666667|ZERO|THE
4852|THE|"data/parsed/22/wsj_2232.mrg|55|53"|The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after [ the trading ] in S&P 100 stock-index options was halted Friday .|trading|sg|NN|[u'commerce.n.01']||NP|[]|[]|False|[]|['in', 'S&P']|[]|['heavy', 'after']|NN|False|True|False|5|False|PP|in|was|False|0.655172413793|ZERO|THE
4864|THE|"data/parsed/22/wsj_2232.mrg|57|21"|Over the weekend , clearing firms told [ the Chicago market makers ] to get out of their positions at any cost Monday morning .|maker|pl|NN|[u'creator.n.02']||VP|[]|['NNP', 'NN']|True|[]|['to', 'get']|['Chicago', 'market']|[u'firm', u'tell']|NN|False|False|False|0|False|||told|True|0.35|ZERO|THE
4872|THE|"data/parsed/22/wsj_2232.mrg|59|45"|Some traders said that the closely watched Major Market Index , whose 20 stocks mimic [ the Dow industrials , ] did n't lead yesterday 's big rally .|industrials|pl|NN|||PP|[',']|['NNP']|False|[',']|"[u'do', ""n't""]"|['Dow']|[u'stock', 'mimic']|NN|False|False|False|0|False|||stocks|False|0.625|ZERO|THE
4924|THE|"data/parsed/22/wsj_2232.mrg|67|55"|But yesterday , even with halts in such major blue-chip stocks as Merck , `` we expected -LRB- [ the halts ] -RRB- and it was n't too bad , '' said S Donaldson 's Mr. Eppel , who had been critical of the specialists ' performance on Friday .|halt|pl|NN|[u'inaction.n.01']||PRN|[]|[]|False|[]|['-RRB-', 'and']|[]|[u'expect', '-LRB-']|NN|False|False|False|0|False|||expected|True|0.382978723404|ZERO|THE
4929|THE|"data/parsed/22/wsj_2232.mrg|67|119"|But yesterday , even with halts in such major blue-chip stocks as Merck , `` we expected -LRB- the halts -RRB- and it was n't too bad , '' said S Donaldson 's Mr. Eppel , who had been critical of [ the specialists ' ] performance on Friday .|specialist|pl|NN|[u'expert.n.01']||NPB|['POS']|[]|True|"[""'""]"|['performance', 'on']|[]|['critical', 'of']|NN|False|False|False|0|False|||had|True|0.891304347826|ZERO|THE
4967|THE|"data/parsed/22/wsj_2232.mrg|74|8"|Because of [ the UAL and AMR tumbles , ] airlines were the weakest sector of the market yesterday .|tumble|pl|NN|[u'acrobatic_stunt.n.01']||PP|[',']|['NNP', 'CC', 'NNP']|False|[',']|[u'airline', u'be']|['UAL', 'and', 'AMR']|['Because', 'of']|NN|False|False|False|0|False|||were|False|0.153846153846|ZERO|THE
5032|THE|"data/parsed/22/wsj_2232.mrg|82|66"|Mr. Phelan said that program trading strategies were n't responsible for triggering Friday 's decline despite a jump in the use of [ the computer-driven strategies ] in recent months .|strategy|pl|NN|[u'plan_of_action.n.01']||PP|[]|['JJ']|False|[]|['in', 'recent']|['computer-driven']|['use', 'of']|NN|False|False|False|0|False|||triggering|True|0.814814814815|ZERO|THE
5082|THE|"data/parsed/22/wsj_2232.mrg|88|76"|Meanwhile , Peter DaPuzzo , Shearson 's head of retail equity trading , praised institutional investors in the OTC market , who were heavy buyers of [ the Nasdaq 's ] biggest technology issues yesterday amid a flood of selling by other investors .|Nasdaq|sg|NNP|[]||NPB|['POS']|[]|False|"[""'s""]"|[u'big', 'technology']|[]|[u'buyer', 'of']|NN|True|False|False|0|False|||were||0.65|ZERO|THE
5087|THE|"data/parsed/22/wsj_2232.mrg|89|4"|[ `` The institutions ] ca n't be criticized for their behavior , '' Mr. DaPuzzo said in an interview .|institution|pl|NN|[u'organization.n.01']||S|[]|['``']|False|[]|"['ca', ""n't""]"|['``']|[]|NN|False|False|False|0|False|||ca|False|0.0|ZERO|THE
5117|THE|"data/parsed/22/wsj_2232.mrg|96|34"|`` They did an excellent job , '' Mr. Phelan said of [ the specialists . ]|specialist|pl|NN|[u'expert.n.01']||PP|['.']|[]|True|['.']|[]|[]|[u'say', 'of']|NN|False|False|False|0|False|||said|True|0.923076923077|ZERO|THE
5120|THE|"data/parsed/22/wsj_2232.mrg|97|26"|Wall Street traders on Friday had complained about [ the trading suspensions . ]|suspension|pl|NN|[u'mixture.n.01']||PP|['.']|['NN']|False|['.']|[]|['trading']|[u'complain', 'about']|NN|False|False|False|0|False|||had|False|0.888888888889|ZERO|THE
5132|THE|"data/parsed/22/wsj_2233.mrg|2|3"|[ The anti-defense Greens ] wanted a Washington federal appeals court to block today 's scheduled liftoff long enough for them to ask the World Court to `` order '' a permanent cancellation of the $ 1.5 billion flight .|Greens|sg|NNP|[u'vegetable.n.01']||S|[]|['JJ']|False|[]|[u'want']|['anti-defense']|[]|NN|True|False|False|0|False|||wanted||0.0|ZERO|THE
5139|THE|"data/parsed/22/wsj_2233.mrg|2|88"|The anti-defense Greens wanted a Washington federal appeals court to block today 's scheduled liftoff long enough for them to ask the World Court to `` order '' a permanent cancellation of [ the $ 1.5 billion flight . ]|flight|sg|NN|[u'formation.n.01']||PP|['.']|['$', 'CD', 'CD']|False|['.']|[]|['$', '<number>', 'billion']|['cancellation', 'of']|NN|False|False|False|0|False|||to|False|0.969696969697|ZERO|THE
5160|THE|"data/parsed/22/wsj_2234.mrg|2|3"|[ The restrictions ] would cover all but a small percentage of domestic air traffic , and represent a major expansion of the current smoking ban on flights of two hours or less .|restriction|pl|NN|[u'rule.n.01']||S|[]|[]|False|[]|['would', 'cover']|[]|[]|NN|False|False|False|0|False|||would|False|0.0|ZERO|THE
5187|THE|"data/parsed/22/wsj_2234.mrg|6|23"|As a practical matter , flights from [ the West Coast ] to Hawaii would be covered as they are under the time limit , but the language would exempt longer routes beginning , for example , in Chicago or on the East Coast .|Coast|sg|NNP|[u'shore.n.01']||PP|[]|['NNP']|False|[]|['to', 'Hawaii']|['West']|[u'flight', 'from']|NN|True|False|False|0|False|||would||0.170731707317|ZERO|THE
5195|THE|"data/parsed/22/wsj_2234.mrg|6|112"|As a practical matter , flights from the West Coast to Hawaii would be covered as they are under the time limit , but the language would exempt longer routes beginning , for example , in Chicago or on [ the East Coast . ]|Coast|sg|NNP|[u'shore.n.01']||PP|['.']|['NNP']|False|['.']|[]|['East']|['or', 'on']|NN|True|False|False|0|False|||would||0.975|ZERO|THE
5207|THE|"data/parsed/22/wsj_2234.mrg|8|18"|The measure is attached to [ the more than $ 26 billion fiscal 1990 transportation bill ] within Mr. Lautenberg 's jurisdiction , and the final compromise is laced with more than $ 205 million in road projects earmarked by members as well as funds sought by major airports , including Denver .|bill|sg|NN|[u'legal_document.n.01']||PP|[]|['JJR', 'IN', '$', 'CD', 'CD', 'JJ', 'CD', 'NN']|False|[]|['within', 'Mr.']|['more', 'than', '$', '<number>', 'billion', 'fiscal', '<number>', 'transportation']|[u'attach', 'to']|NN|False|False|False|0|False|||is|False|0.119047619048|ZERO|THE
5233|THE|"data/parsed/22/wsj_2234.mrg|11|87"|Majority Whip William Gray owes a political debt to Southern agriculture lawmakers for his rise in the House , and the Philadelphia Democrat used his position in the conference to salvage [ the exemption ] from a total ban .|exemption|sg|NN|[u'unsusceptibility.n.01']||NP|[]|[]|False|[]|['from']|[]|['to', 'salvage']|NN|False|True|False|5|False|PP|from|to|False|0.837837837838|ZERO|THE
5242|THE|"data/parsed/22/wsj_2234.mrg|12|79"|Although the smoking provision has attracted the most public interest , the underlying bill was the subject of behind-the-scenes lobbying because of its impact on air transportation and [ the more mundane , but politically important , projects ] of members .|project|pl|NN|[u'work.n.01']||NP|[]|['RBR', 'JJ', ',', 'CC', 'RB', 'JJ', ',']|True|[]|['of', u'member']|['more', 'mundane', ',', 'but', 'politically', 'important', ',']|['transportation', 'and']|NN|False|True|False|3|True|PP|of|was|True|0.875|ZERO|THE
5246|THE|"data/parsed/22/wsj_2234.mrg|13|26"|In a stark lesson in the power of [ the appropriations committees , ] the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .|committee|pl|NN|[u'administrative_unit.n.01']||PP|[',']|['NNS']|False|[',']|['House']|[u'appropriation']|['power', 'of']|NN|False|False|False|0|False|||killed|False|0.210526315789|ZERO|THE
5261|THE|"data/parsed/22/wsj_2234.mrg|14|63"|`` Anybody can vote as they want , '' said Rep. William Lehman -LRB- D. , Fla. -RRB- , head of [ the House conferees . ]|conferee|pl|NN|[u'recipient.n.01']||PP|['.']|['NNP']|False|['.']|[]|['House']|['head', 'of']|NN|False|False|False|0|False||||False|0.954545454545|ZERO|THE
5279|THE|"data/parsed/22/wsj_2234.mrg|17|43"|The facilities account includes $ 40 million for Denver 's ambitious new airport , and [ the competition ] for these funds created shifting alliances between urban lawmakers representing established airports in Philadelphia and Michigan and the major carriers to Denver , United and Continental .|competition|sg|NN|[u'business_relation.n.01']||NP|[]|[]|False|[]|['for', 'these']|[]|[',', 'and']|NN|False|True|False|27|False|PP|for|includes|False|0.348837209302|ZERO|THE
5286|THE|"data/parsed/22/wsj_2234.mrg|17|99"|The facilities account includes $ 40 million for Denver 's ambitious new airport , and the competition for these funds created shifting alliances between urban lawmakers representing established airports in Philadelphia and Michigan and [ the major carriers ] to Denver , United and Continental .|carrier|pl|NN|[u'traveler.n.01']||NP|[]|['JJ']|False|[]|['to', 'Denver']|['major']|['Michigan', 'and']|NN|False|True|False|3|False|PP|to|includes|False|0.809523809524|ZERO|THE
5291|THE|"data/parsed/22/wsj_2234.mrg|18|11"|Leery of [ the costs -- ] and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .|cost|pl|NN|[u'reimbursement.n.01']||NP|[':']|[]|False|['--']|['and', ',']|[]|['Leery', 'of']|NN|False|True|False|1|False|CC|and|competition|False|0.0869565217391|ZERO|THE
5300|THE|"data/parsed/22/wsj_2234.mrg|19|48"|Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in [ the lobbying . ]|lobbying|sg|NN|||PP|['.']|[]|False|['.']|[]|[]|['prominent', 'in']|NN|False|False|False|0|False|||were|False|0.941176470588|ZERO|THE
5306|THE|"data/parsed/22/wsj_2234.mrg|20|58"|The industry sought to impose conditions that would have delayed funds for the project until Denver and [ the airlines ] had agreed to leases for 50 % of the gates .|airline|pl|NN|[u'hose.n.03']||NP|[]|[]|True|[]|[u'have', u'agree']|[]|['Denver', 'and']|NN|False|False|False|0|False|||had|True|0.586206896552|ZERO|THE
5309|THE|"data/parsed/22/wsj_2234.mrg|20|87"|The industry sought to impose conditions that would have delayed funds for the project until Denver and the airlines had agreed to leases for 50 % of [ the gates . ]|gate|pl|NN|[]||PP|['.']|[]|False|['.']|[]|[]|['%', 'of']|NN|False|False|False|0|False|||had|False|0.964285714286|ZERO|THE
5338|THE|"data/parsed/22/wsj_2234.mrg|25|12"|The impact of [ the changes ] is to eliminate many of the most excessive cases where the government has been paying more than $ 200 for each passenger in subsidies .|change|pl|NN|[u'happening.n.01']||PP|[]|[]|False|[]|[u'be', 'to']|[]|['impact', 'of']|NN|False|False|False|0|False|||is|False|0.103448275862|ZERO|THE
